Tombo,Registro,Autor,Título,Procedencia,Exemplar,Coleção,Edição,Ano,Volume,Editora,Categorias,aquisicao
2014-01-12,21665,"OLIVEIRA, Regina Soares de [et al.]",HISTÓRIA,PNBE,2,A Reflexão e a prática no ensino,-,2012,6,BLUCHER,História - Estudo e Ensino,T
2014-01-12,21666,"BRODBECK, Marta de Souza Lima",VIVENCIANDO A HISTÓRIA - METODOLOGIA DO ENSINO DE HISTÓRIA,PNBE,2,-,-,2012,-,BASE EDITORIAL,História - Estudo e Ensino,T
2014-01-12,21667,"PEREIRA, Robson da Silva",GOEGRAFIA,PNBE,2,A Reflexão e a prática no ensino,-,2012,7,BLUCHER,Geografia - Estudo e Ensino,T
2014-01-12,21668,"FELINTO, Renata [org.]","CULTURAS AFRICANAS E AFRO-BRASILEIRAS EM SALA DE AULA: saberes para os professores, fazeres para os alunos",PNBE,2,Formação docente,-,2012,3,FINO TRAÇO,Cultura Africana e Afro-brasileira,T
2014-01-12,21669,"FERREIRA, Taís e FALKEMBACK, Maria Fonseca",TEATRO E DANÇA NOS ANOS INICIAIS,PNBE,3,Educação arte,-,2012,-,MEDIAÇÃO,Teatro - Estudo e Ensino,T
2014-01-12,21670,"MATEIRO, Teresa e ILARI, Beatriz [org.]",PEDAGOGIAS EM EDUCAÇÃO MUSICAL,PNBE,3,Educação Musical,-,2011,-,IBPEX,Música - Estudo e Ensino,T
2014-01-12,21671,"ARAGÃO, Heliete Meira C. A. e VIDIGAL, Sonia Maria Pereira",MATERIAIS MANIPULATIVOS PARA O ENSINO DO SISTEMA DE NUMERAÇÃO DECIMAL,PNBE,3,Mathemoteca,-,2012,1,MATHEMA,Matemática - Estudo e Ensino,T
2014-01-12,21672,"SHIH, Ayni [et al.]",MATERIAIS MANIPULATIVOS PARA O ENSINO DAS QUATRO OPERAÇÕES BÁSICAS,PNBE,3,Mathemoteca,-,2012,2,MATHEMA,Matemática - Estudo e Ensino,T
2014-01-12,21673,"GONÇALVES, Fernanda Anaia [et al.]",MATERIAIS MANIPULATIVOS PARA O ENSINO DE FIGURAS PLANAS,PNBE,3,Mathemoteca,-,2012,4,MATHEMA,Matemática - Estudo e Ensino,T
2014-01-12,21674,"ITZCOVICH, Horacio",INICIAÇÃO AO ESTUDO DIDÁTICO DA GEOMETRIA:  das construções às demonstrações,PNBE,2,,-,2012,-,ANGLO,Matemática - Estudo e Ensino,T
2014-01-12,21675,"FINCK, Silvia Christina Madrid","EDUCAÇÃO FÍSICA E O ESPORTE NA ESCOLA: COTIDIANO, SABERES E FORMAÇÃO",PNBE,2,-,2,2012,-,IBPEX,Educação Física - Estudo e Ensino,T
2014-01-12,21676,"DECKERT, Marta",EDUCAÇÃO MUSICAL: DA TEORIA À PRÁTICA NA SALA DE AULA,PNBE,3,Cotidiano Escolar - Ação Docente,-,2012,-,MODERNA,Música - Estudo e Ensino,T
2014-01-12,21677,"PINTO, Júlio Pimentel e TURAZZI, Maria Inez",ENSINO DE HISTÓRIA: DIÁLOGOS COM A LITERATURA E A FOTOGRAFIA,PNBE,2,Cotidiano Escolar - Ação Docente,-,2012,-,MODERNA,História - Estudo e Ensino,T
2014-01-12,21678,"KOLYNIAK FILHO, Carol",CONSTRUINDO CONCEITOS: CONTRIBUIÇÕES PARA A SISTEMATIZAÇÃO DO CONTEÚDO CONCEITUAL EM EDUCAÇÃO FÍSICA,PNBE,2,Cotidiano Escolar - Ação Docente,-,2012,-,MODERNA,Educação Física - Estudo e Ensino,T
2014-01-12,21679,"AROUCA, Carlos",ARTE NA ESCOLA: como estimular um olhar curioso e investigativo nos alunos dos anos finais do ensino fundamental,PNBE,2,-,-,2012,-,ANZOL,Arte - Estudo e Ensino,T
2014-01-12,21680,"SANTOS, Emerson I.",CIÊNCIAS NOS ANOS FINAIS DO ENSINO FUNDAMENTAL: produção de atividades em uma perspectiva sócio-histórica,PNBE,2,-,-,2012,-,ANZOL,Ciências - Estudo e Ensino,T
2014-01-12,21681,"MAZZAMATI, Suca M. ",ENSINO DE DESENHO NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL: reflexões e propostas metodológicas,PNBE,3,Somos Mestres,-,2012,-,EDIÇÕES SM,Arte - Estudo e Ensino,T
2014-01-12,21682,"GUERRERO, Ana Lúcia",ALFABETIZAÇÃO E LETRAMENTO CARTOGRÁFICOS NA GEOGRAFIA ESCOLAR,PNBE,3,Somos Mestres,-,2012,-,EDIÇÕES SM,Geografia - Estudo e Ensino,T
2014-01-12,21683,"ZUCCHI, Bianca","ENSINO DE HISTÓRIA NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL: teoria, conceitos e uso das fontes",PNBE,3,Somos Mestres,-,2012,-,EDIÇÕES SM,História - Estudo e Ensino,T
2014-01-12,21684,"FIGUEIRA, Cristina Reis",EDUCAÇÃO PATRIMONIAL NO ENSINO DE HISTÓRIA NOS ANOS FINAIS DO ENSINO FUNDAMENTAL: conceitos e práticas,PNBE,2,Somos Mestres,-,2012,-,EDIÇÕES SM,História - Estudo e Ensino,T
2014-01-12,21685,"PIASSI, Luis Paulo e ARAÚJO, Paula Teixeira",LITERATURA INFANTIL NO ENSINO DE CIÊNCIAS: propostas didáticas para os anos iniciais do Ensino Fundamental,PNBE,3,Somos Mestres,-,2012,-,EDIÇÕES SM,Ciências - Estudo e Ensino,T
2014-01-12,21686,"COIMBRA, Ludmila Scarano e CHAVES, Luíza Santana","JORNAL NA AULA DE ESPANHOL: lendo notícias, entrevistas e artigos de opinião",PNBE,2,Somos Mestres,-,2012,-,EDIÇÕES SM,Espanhol - Estudo e Ensino,T
2014-01-12,21687,"GRANJA, Carlos Eduardo e PASTORE, José Luiz",ATIVIDADES EXPERIMENTAIS DE MATEMÁTICA NOS ANOS FINAIS DO ENSINO FUNDAMENTAL,PNBE,2,Somos Mestres,-,2012,-,EDIÇÕES SM,Matemática - Estudo e Ensino,T
2014-01-12,21688,"BRAGA, Junia [coord.]",INTEGRANDO TECNOLOGIAS NO ENSINO DE INGLÊS NOS ANOS FINAIS DO ENSINO FUNDAMENTAL,PNBE,2,Somos Mestres,-,2012,-,EDIÇÕES SM,Inglês - Estudo e Ensino,T
2014-01-12,21689,"FERNÁNDEZ, Gretel Eres [ET AL.]",ATIVIDADES LÚDICAS PARA A AULA DE LÍNGUA ESTRANGEIRA - ESPANHOL,PNBE,2,-,-,2012,-,IBEP,Espanhol - Estudo e Ensino,T
2014-01-12,21690,"NIGRO, Rogério G.",CIÊNCIAS: SOLUÇÕES PARA DEZ DESAFIOS DO PROFESSOR,PNBE,3,Nós da Educação,-,2012,-,ÁTICA,Ciências - Estudo e Ensino,T
2014-01-12,21691,"PORTO, Lízia e PORTO, Amélia",ENSINAR CIÊNCIAS DA NATUREZA POR MEIO DE PROJETOS,PNBE,3,-,-,2012,-,RONA,Ciências - Estudo e Ensino,T
2014-01-12,21692,"FERREIRA, Adriana Angélica e FREITAS, Eliano de Souza M. [org.]",MEIO AMBIENTE EM CENA,PNBE,2,-,-,2012,-,RHJ,Meio ambiente,T
2014-01-12,21693,"PICCOLLI, Luciana e CAMINI, Patrícia","PRÁTICAS PEDAGÓGICAS EM ALFABETIZAÇÃO: espaço, tempo e corporeidade",PNBE,3,Entre Nós - Anos Iniciais,-,2012,7,EDELBRA,Alfabetização,T
2014-01-12,21694,"MÖDINGER, Carlos Roberto [et al.]","PRÁTICAS PEDAGÓGICAS EM ARTES:espaço, tempo e corporeidade",PNBE,3,Entre Nós - Anos Iniciais,-,2012,2,EDELBRA,Arte - Estudo e Ensino,T
2014-01-12,21695,"MÖDINGER, Carlos Roberto [et al.]","ARTES VISUAIS, DANÇA, MÚSICA E TEATRO: práticas pedagógicas e colaborações docentes",PNBE,2,Entre Nós - Anos Finais,-,2012,1,EDELBRA,Arte - Estudo e Ensino,T
2014-01-12,21696,"KINDEL, Eunice Aita Isaia","PRÁTICAS PEDAGÓGICAS EM CIÊNCIAS: espaço, tempo e corporeidade",PNBE,3,Entre Nós - Anos Iniciais,-,2012,1,EDELBRA,Ciências - Estudo e Ensino,T
2014-01-12,21697,"KINDEL, Eunice Aita Isaia",DOCÊNCIA EM CIÊNCIAS NATURAIS: construindo um currículo para o aluno e para a vida,PNBE,2,Entre Nós - Anos Finais,-,2012,2,EDELBRA,Ciências - Estudo e Ensino,T
2014-01-12,21698,"GONZÁLEZ, Fernando Jaime e SCHWENGBER, Maria Simone","PRÁTICAS PEDAGÓGICAS EM EDUCAÇÃO FÍSICA: espaço, tempo e corporeidade",PNBE,3,Entre Nós - Anos Iniciais,-,2012,9,EDELBRA,Educação Física - Estudo e Ensino,T
2014-01-12,21699,"GONZÁLEZ, Fernando Jaime e SCHWENGBER, Maria Simone","AFAZERES DA EDUCAÇÃO FÍSICA NA ESCOLA: planejar, ensinar, partilhar",PNBE,2,Entre Nós - Anos Finais,-,2012,3,EDELBRA,Educação Física - Estudo e Ensino,T
2014-01-12,21700,"COSTELLA, Roselana Zordan e SCHÄFFER, Neiva Otero","GEOGRAFIA EM PROJETOS CURRICULARES: ler o lugar e compreender o mundo, A",PNBE,2,Entre Nós - Anos Finais,-,2012,4,EDELBRA,Geografia - Estudo e Ensino,T
2014-01-12,21701,"GIL, Carmen Zeli de Vargas e ALMEIDA, Dóris Bittencourt","PRÁTICAS PEDAGÓGICAS EM HISTÓRIA: espaço, tempo e corporeidade",PNBE,3,Entre Nós - Anos Iniciais,-,2012,5,EDELBRA,História - Estudo e Ensino,T
2014-01-12,21702,"GIL, Carmen Zeli de Vargas e ALMEIDA, Dóris Bittencourt",DOCÊNCIA EM HISTÓRIA: reflexões e propostas de ações,PNBE,2,Entre Nós - Anos Finais,-,2012,5,EDELBRA,História - Estudo e Ensino,T
2014-01-12,21703,"SIMÕES, Luciene Juliano [et al.]",LEITURA E AUTORIA: PLANEJAMENTO EM LÍNGUA PORTUGUESA E LITERATURA,PNBE,2,Entre Nós - Anos Finais,-,2012,6,EDELBRA,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21704,"RUSSO, Maria de Fátima",ALFABETIZAÇÃO: UM PROCESSO EM CONSTRUÇÃO,PNBE,3,-,6,2012,-,SARAIVA,Alfabetização,T
2014-02-12,21705,"MICOTTI, Maria Cecília de Oliveira [org.]",LEITURA E ESCRITA: como aprender com êxito por meio da pedagogia por projetos,PNBE,3,-,-,2009,-,CONTEXTO,Alfabetização,T
2014-02-12,21706,"MORAIS, Artur Gomes de",SISTEMA DE ESCRITA ALFABÉTICA,PNBE,3,Como eu ensino,-,2012,-,MELHORAMENTOS,Alfabetização,T
2014-02-12,21707,"FRANCHI, Eglê",PEDAGOGIA DO ALFABETIZAR LETRANDO: da oralidade à escrita,PNBE,3,-,9,2012,-,CORTEZ EDITORA,Alfabetização,T
2014-02-12,21708,"SIMÕES, Darcília",CONSIDERAÇÕES SOBRE A FALA E A ESCRITA: fonologia em nova chave,PNBE,3,Lingua(gem),-,2006,16,PARÁBOLA,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21709,"ROJO, Roxane e MOURA, Eduardo [org.]",MULTILETRAMENTOS NA ESCOLA,PNBE,2,Estratégias de Ensino,-,2012,29,PARÁBOLA,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21710,"CAMPOS, Elisia Paixão de",POR UM NOVO ENSINO DE GRAMÁTICA: orientações didáticas e sugestões de atividades,PNBE,2,-,-,2014,-,CÂNONE,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21711,"ALVES FILHO, Francisco",GÊNEROS JORNALÍSTICOS: notícias e cartas de leitor no ensino fundmental,PNBE,2,Trabalhando com... Na escola,-,2011,2,CORTEZ,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21712,"KLEIMAN, Angela B. e SEPULVEDA, Cida",OFICINA DE GRAMÁTICA: METALINGUAGEM PARA PRINCIPIANTES,PNBE,2,-,-,2014,-,PONTES,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21713,"SORRENTI, Neusa","POESIA VAI À ESCOLA: reflexões, comentários e dicas de atividades",PNBE,2,Formação humana na escola,2,2009,6,AUTÊNTICA,Poeisa - Estudo e Ensino,T
2014-02-12,21714,"CUNHA, Leo [org.]","POESIA PARA CRIANÇAS: conceitos, tendências e práticas",PNBE,3,-,-,2012,-,PIÁ,Poeisa - Estudo e Ensino,T
2014-02-12,21715,"COLOMER, Teresa",ANDAR ENTRE LIVROS: A leitura literária na escola,PNBE,3,-,-,2007,-,GLOBAL,Literatura - Leitura,T
2014-02-12,21716,"SOUZA, Renata Junqueira e FEBA, Berta Lúcia Tagliari [org.]",LEITURA LITERÁRIA NA ESCOLA: reflexões propostas na perspectiva do letramento,PNBE,3,-,-,2011,-,MERCADO DAS LETRAS,Literatura - Leitura,T
2014-02-12,21717,"BARBOSA, Jacqueline Peixoto e ROVAI, Célia Fagundes",GÊNEROS DO DISCURSO NA ESCOLA: rediscutindo princípios e práticas,PNBE,2,-,-,2012,-,FTD,Poeisa - Estudo e Ensino,T
2014-02-12,21718,"SILVEIRA, Rosa Hessel [et al.]",DIFERENÇA NA LITERATURA INFANTIL: NARRATIVAS E LEITURAS,PNBE,3,-,-,2012,-,MODERNA,Literatura - Leitura,T
2014-02-12,21719,"GOMES-SANTOS, Sandoval Nonato",EXPOSIÇÃO ORAL NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL,PNBE,3,Trabalhando com... Na escola,-,2012,-,CORTEZ,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21720,"MARINHO, Ana Cristina e PINHEIRO, Hélder",CORDEL NO COTIDIANO ESCOLAR,PNBE,2,Trabalhando com... Na escola,-,2012,-,CORTEZ,Literatura de Cordel - Estudo e Ensino,T
2014-02-12,21721,"PASSARELLI, Lilian Maria Ghiuri",ENSINO E CORREÇÃO NA PRODUÇÃO DE TEXTOS ESCOLARES,PNBE,2,-,-,2012,-,TELOS,Língua Portuguesa - Estudo e Ensino,T
2014-02-12,21722,"BOUER, Jairo","CORPO DAS GAROTAS, O",SME,15,Bate-papo com Jairo Bouer,-,2004,-,PANDA BOOKS,Lit. Infantojuvenil - Sexualidade,T
2014-02-12,21723,"BANDEIRA, Pedro",MALASAVENTURAS: SAFADEZAS DO MALASARTES,SME,3,Veredas,3,2003,-,MODERNA,Lit. Infantojuvenil - Poesia ,T
2014-02-12,21724,"NOVAES, Carlos Eduardo [et al.]",PARA GOSTAR DE LER: CRÔNICAS,SME,11,Para gostar de ler,18,2002,7,ÁTICA,Crônica Brasileira,T
2014-02-12,21725,"MOREIRA-SANTOS, Walther","COLECIONADOR DE MANHÃS, O",SME,2,-,-,2009,-,FORMATO,Lit. Infantojuvenil - sentimentos,T
2014-02-12,21726,"COLLINS, Tim",DIÁRIO DE UM VAMPIRO BANANA,SME,1,-,-,2010,-,NOVO SÉCULO,Lit. Infantojuvenil - Humor,T
2014-05-12,21727,"ROCHA, Ruth",QUEM TEM MEDO DE MONSTRO?,SME,11,-,5,2004,-,GLOBAL,Lit. Infantojuvenil - Autores,T
2014-05-12,21728,"ORTHOF, Sylvia",ERVILINA E O PRINCÊS ou Deu a louca na Ervilina,SME,10,-,4,2009,-,PROJETO,Lit. Infantojuvenil - Autores,T
2014-05-12,21729,"SHAKESPEARE, William",ROMEU E JULIETA (adaptação),SME,10,-,-,2004,-,DIMENSÃO,Lit. Infantojuvenil - Clássicos,T
2014-05-12,21730,MOLIÉRE,MÉDICO À FORÇA,PNBE,1,-,-,2011,-,EDIÇÕES SM,HQ - Clássicos,T
2014-05-12,21731,"QUEIROZ, Rachel de","QUINZE, O",PNBE,1,Clásssicos Brasileiros em HQ,-,2013,-,ÁTICA,HQ - Clássicos,T
2014-05-12,21732,"MACHADO DE ASSIS, Joaquim M.",DOM CASMURRO,PNBE,1,Clásssicos Brasileiros em HQ,-,2013,-,ÁTICA,HQ - Clássicos,T
2014-05-12,21733,"LOBATO, Monteiro","MINOTAURO, O",PNBE,1,-,-,2012,-,GLOBO KIDS,Lit. Infantojuvenil - Autores,T
2014-05-12,21734,ZIRALDO,"TURMA DO PERERÊ: COISAS DO CORAÇÃO, A",PNBE,1,Turma do Pererê,-,2012,-,GLOBO,Lit. Infantojuvenil - Autores,T
2014-05-12,21735,"CHINDLER, Daniela","ESPETINHO DE GAFANHOTO, NEM PENSAR! Diário de uma viagem à Tailândia e ao Vietnã",PNBE,1,Por aí afora,-,2011,-,ROCCO JOVENS LEITORES,Lit. Infantojuvenil - Lugares,T
2014-05-12,21736,"LUJÁN, Jorge","GÊMEOS DO POPOL VUH, OS",PNBE,1,-,-,2011,-,UDP,Lit. Infantojuvenil - Mitologia Latino-Americana,T
2014-05-12,21737,"CARUSO, Carla",KAMAZU,PNBE,1,Lendas do Mundo,-,2011,-,MUNDO MIRIM,Lit. Infantojuvenil - Contos tradicionais africanos,T
2014-05-12,21738,"NEVES, André",MAROCA E DEOLINDO e outros personagens em festa,PNBE,1,Espaço Aberto,-,2011,-,PAULINAS,Lit. Infantojuvenil - Festas folclóricas,T
2014-05-12,21739,"MACHADO, Maria Clara","PLUFT, O FANTASMINHA E OUTRAS PEÇAS",PNBE,1,-,3,2012,-,NOVA FRONTEIRA,Teatro Infantojuvenil,T
2014-05-12,21740,"CERVANTES, Miguel de","ENGENHOSO FIDALGO DOM QUIXOTE DE LA MANCHA, O",PNBE,1,-,-,2005,-,MARTINS FONTES,Clássicos,T
2014-05-12,21741,"GOMES, Helena [adap.]",TRISTÃO E ISOLDA,PNBE,1,Os meus clássicos,-,2009,-,BERLENDIS & VERTECCHIA,Clássicos,T
2014-05-12,21742,"STEVENSON, Robert Louis","ILHA DO TESOURO, A",PNBE,1,-,-,2010,-,FAROL LITERÁRIO,HQ - Clássicos,T
2014-05-12,21743,"GUTFREIND, Celso",DOMINGO PARA SEMPRE E OUTRAS HISTÓRIAS SOBRE NUNCA MAIS,PNBE,1,-,-,2011,-,ARTES E OFICIOS,Contos Infanto juvenis,T
2014-05-12,21744,"RITER, Caio",UM NA ESTRADA,PNBE,1,-,-,2011,-,MELHORAMENTOS,Lit. Infantojuvenil - sentimentos,T
2014-05-12,21745,"BERTELLI, Luigi (Vamba)","DIÁRIO DE GIAN BURRASCA, O ",PNBE,1,-,-,2012,-,GUTEMBERG,Lit. Infantojuvenil - Diário,T
2014-05-12,21746,"GAIMAN, Neil",CORALINE,PNBE,1,Plena Lua,-,2013,-,ROCCO JOVENS LEITORES,Lit. Infantojuvenil - Mistério,T
2014-05-12,21747,"CRUZ, Nelson",NO LONGE DAS GERAIS,PNBE,1,-,2,2012,-,COSAC NAIFY,Lit. Infantojuvenil - Cultura Brasileira,T
2014-05-12,21748,"VIANA, Vivina de Assis e  CLAVER, Ronald",ANA E PEDRO: CARTAS,PNBE,1,Entre linhas Adolescência,-,2012,-,SARAIVA,Lit. Infantojuvenil - sentimentos,T
2014-05-12,21749,"BENSIMON, Carol",PÓ DE PAREDE,PNBE,1,-,2,2010,-,NÃO EDITORA,Conto brasileiro,T
2014-05-12,21750,"MORGENSTERN, Christian",NO REINO DA PONTUAÇÃO,PNBE,1,-,-,2010,-,BERLENDIS & VERTECCHIA,Lit. Infantojuvenil - Palavras,T
2014-05-12,21751,"CASO, Manola Rius","JACQUES COUSTEAU: o mar, outro mundo",PNBE,1,-,-,2012,-,MIGUILIN,Lit. Infantojuvenil - Biografia,T
2014-05-12,21752,"SABINO, Fernando","PINTOR QUE PINTOU O SETE: obras de Carlos Scliar, O",PNBE,1,Arte para criança,2,2012,-,BERLENDIS & VERTECCHIA,Lit. Infantojuvenil - Biografia,T
2014-05-12,21753,"DINIZ, André","NEGRINHO DO PASTOREIO, O",PNBE,1,-,-,2013,-,YGARAPÉ,HQ - Lenda Brasileira,T
2014-05-12,21754,"BITARÃES NETTO, Adriano ","CERTO LIVRO DE AREIA, UM",PNBE,1,-,-,2012,-,FORMATO,Lit. Infantojuvenil - Leitura,T
2014-05-12,21755,"CARNEIRO, Flávio","DISTÂNCIA DAS COISAS, A",PNBE,1,-,-,2012,-,EDIÇÕES SM,Lit. Infantojuvenil - Mistério,T
2014-05-12,21756,"TEIXEIRA, Mario","GOLEM DO BOM RETIRO, O",PNBE,1,-,-,2011,-,UDP,Lit. Infantojuvenil - Mistério,T
2014-05-12,21757,"GUTFREIND, Celso","NOME DA FERA, O",PNBE,1,-,-,2011,-,DIMENSÃO,Lit. Infantojuvenil - Mistério,T
2014-05-12,21758,"KÄSTNER, Erich",EMIL E OS DETETIVES,PNBE,1,-,-,2009,-,PAVIO,Lit. Infantojuvenil - Mistério,T
2014-05-12,21759,"MACDONALD, George e LÓPEZ, Mercè","PRINCESA FLUTUANTE, A",PNBE,1,-,-,2012,-,JOGO DE AMARELINHA,Lit. Infantojuvenil - Fantasia,T
2014-05-12,21760,"TORTOSA, Ana",A CAMINHO DE CASA,PNBE,1,-,-,2012,-,JOGO DE AMARELINHA,Lit. Infantojuvenil - Lugares,T
2014-08-12,21761,"GRAY, Cllaudia",NOITE ETERNA,doação,1,-,-,2010,-,PLANETA,Literatura norte-americana - Mistério,T
2014-08-12,21762,"VIANCO, André","BENTO: HERÓI HUMANO, INIMIGO VAMPIRO",doação,1,-,-,2003,-,NOVO SÉCULO,Literatura Brasileira - Mistério,T
2014-08-12,21763,"VIANCO, André","VAMPIRO REI - Vol. I, O ",doação,1,Vampiro Rei,-,2003,1,NOVO SÉCULO,Literatura Brasileira - Mistério,T
2014-08-12,21764,"VIANCO, André","VAMPIRO REI - Vol. II, O ",doação,1,Vampiro Rei,-,2005,2,NOVO SÉCULO,Literatura Brasileira - Mistério,T
2014-08-12,21765,"VIANCO, André","FILHOS DE SÉTIMO, OS",doação,1,O turno da noite,-,2006,1,NOVO SÉCULO,Literatura Brasileira - Mistério,T
2014-08-12,21766,"VIANCO, André",REVELAÇÕES,doação,1,O turno da noite,-,2006,2,NOVO SÉCULO,Literatura Brasileira - Mistério,T
2014-08-12,21767,"VIANCO, André","LIVRO DE JÓ, O",doação,1,O turno da noite,-,2006,3,NOVO SÉCULO,Literatura Brasileira - Mistério,T
2014-08-12,21768,"CAST, P. C. e CAST, Kristin",MARCADA,doação,1,House of Night,-,2009,1,NOVO SÉCULO,Literatura norte-americana - Mistério,T
2014-08-12,21769,"BANDEIRA, Pedro","CACHORRINHO HERÓI, O",doação,1,Bicho falante,-,s/d,-,SEED EDITORIAL,Lit. Infantojuvenil,T
2014-08-12,21770,"LOUREIRO, Márcio Trigo de [org.]",DEZ CONTOS DE TERROR,doação,1,Dez Contos,-,2009,-,MIRABOLANTE,Contos Infantojuvenis - Terror,T
2014-08-12,21771,"PRIETO, Heloisa",1001 FANTASMAS,doação,1,-,-,2002,-,CIA DAS LETRAS,Lit. Infantojuvenil - Mistério,T
2014-08-12,21772,"RIBEIRO, Adriana Gattermayr",ROUBO DAS AGENDAS,doação,1,-,-,2002,-,MELHORAMENTOS,Lit. Infantojuvenil - Mistério,T
2014-08-12,21773,"BORNEMANN, Elsa","DESENCANTADORES: 10 CONTOS DE AMOR, HUMOR E TERROR, OS",doação,1,Escola de Magia,-,2001,-,MARTINS FONTES,Contos Infantojuvenis - Terror,T
2014-08-12,21774,"MALDONADO, Maria Tereza",FLORESTANIA: A CIDADANIA DOS POVOS DA FLORESTA,doação,1,Jabuti,5,2002,-,SARAIVA,Lit. Infantojuvenil - Geografia,T
2014-08-12,21775,"BRAZ, Júlio Emílio",OLHANDO PARA O OUTRO LADO,doação,1,-,-,2003,-,THEX EDITORA,Lit. Infantojuvenil - Preconceito ,T
2014-08-12,21776,"CASTANHA, Marilda",MIL E UMA ESTRELAS,Itaú Social,1,-,-,2011,-,EDIÇÕES SM,Lit. Infantojuvenil - sentimentos,T
2014-08-12,21777,"HIRATSUKA, Lúcia","ISSUMI BOSHI, O PEQUENO SAMURAI",Itaú Social,1,-,-,2012,-,ABACATTE,Contos tradicionais japoneses,T
2014-08-12,21778,"VAN DE VENDEL, Edward e VERSTER, Alain",ALGUÉM PARA JOGAR COM BÓRIS,Itaú Social,1,-,-,2014,-,PULO DO GATO,Lit. Infantojuvenil - sentimentos,T
2014-08-12,21779,"ONO, Walter",VOAR,Itaú Social,1,-,-,2014,-,ARVOREDO,Livro de Imagens,T
2014-08-12,21780,"BUITRAGO, Jairo e YOCKTENG, Rafael",EMILIANO,Itaú Social,1,-,-,2013,-,LIVROS DA MATRIZ,Lit. Infantojuvenil - Lugares,T
2014-08-12,21781,"BANDEIRA, Manuel",NA RUA DO SABÃO,Itaú Social,1,-,-,2013,-,GLOBAL,Poesia Infantojuvenil,T
2014-08-12,21782,"CAMARGO, Dilan","CARAMELO AMARELO CAMARADA, UM",Itaú Social,1,-,-,2013,-,EDELBRA,Poesia Infantojuvenil,T
2014-08-12,21783,"ALTÉS, Marta",NÃO!,Itaú Social,1,-,-,2012,-,BRINQUE-BOOK,Lit. Infantojuvenil - sentimentos,T
2014-08-12,21784,"WERNICKE, María",CERTOS DIAS,Itaú Social,1,-,-,2013,-,CASA AMARELINHA,Lit. Infantojuvenil - Sentimentos,T
2014-08-12,21785,"TAVANO, Silvana e KONDO, Daniel",PSSSSSSSSSSSSSIU!,Itaú Social,1,-,-,2012,-,CALLIS,Lit. Infantojuvenil - sentimentos,T
2014-08-12,21786,"EMIL, Jorge","VOLTA DO GAROTO, A",Itaú Social,1,-,-,2013,-,PEIRÓPOLIS,Poesia Infantojuvenil,T
2014-08-12,21787,"BARANDA, María",RUGE!,Itaú Social,1,-,-,2013,-,CASA AMARELINHA,Poesia Infantojuvenil,T
2014-08-12,21788,"PRIETO, Heloisa","LIVRO DOS PÁSSAROS MÁGICOS, O",Itaú Social,1,-,-,2011,-,FTD,Lit. Infantojuvenil - Bichos,T
2014-08-12,21789,"ROLDÁN, Gustavo","OURIÇO, O",Itaú Social,1,-,-,2011,-,EDIÇÕES SM,Poesia Infantojuvenil,T
2014-08-12,21790,"CANTON, Katia",ERA UMA VEZ ANDERSEN,Itaú Social,1,-,-,2005,-,DCL,Contos de Fadas,T
2014-08-12,21791,"MACHADO, Germán e LA IGLESIA, Fernando de",VER CHOVER,Itaú Social,1,-,-,2013,-,CASA AMARELINHA,Poesia Infantojuvenil,T
2014-08-12,21792,"ACIOLI, Socorro e RIOS, Mateus",ELA TEM OLHOS DE CÉU,Itaú Social,1,-,-,2012,-,GAIVOTA,Cordel ,T
2014-08-12,21793,"ZULLO, Germano e ALBERTINE","PÁSSAROS, OS",Itaú Social,1,-,-,2013,-,EDITORA 34,Livro de Imagens,T
2014-08-12,21794,"TOKITAKA, Janaína","NOVOS MORADORES, OS",Itaú Social,1,-,-,2013,-,ESCRITA FINA,Lit. Infantojuvenil - bichos,T
2014-08-12,21795,"FLEMING, Candace e KARAS, G.Brian",JOÃO ESPERTO LEVA O PRESENTE CERTO,Itaú Social,1,-,-,2011,-,FAROL,Lit. Infantojuvenil,T
2014-08-12,21796,"NEVES, André",LINO,Itaú Social,1,-,-,2011,-,CALLIS,Lit. Infantojuvenil - Fantasia,T
2014-08-12,21797,"WOOD, Audrey e WOOD, Don","RATINHO, O MORANGO VERMLEHO MADURO E O GRANDE URSO ESFOMEADO, O",Itaú Social,1,-,2,2012,-,BRINQUE-BOOK,Lit. Infantojuvenil - sentimentos,T
2014-08-12,21798,"ERLBRUCH, Wolf","PATO, A MORTE E A TULIPA, O",Itaú Social,1,-,-,,-,COSAC NAIFY,Lit. Infantojuvenil - Morte,T
2014-08-12,21799,"BARBIERI, Stela e VILELA, Fernando",SAPO COMILÃO,Itaú Social,1,-,-,2013,-,DCL,Lit. Infantojuvenil - Bichos,T
2014-08-12,21800,"TIDHOM, Anna-Clara",TOC-TOC!,Itaú Social,1,-,2,2011,-,CALLIS,Lit. Infantojuvenil - Primeiras Leituras,T
