Tombo,Registro,Autor,Título,Procedencia,Exemplar,Coleção,Edição,Ano,Volume,Editora,Categorias,aquisicao
2022-12-06,23146,"MATSUSHITA, Raquel","CLARO, CLEUSA.CLARO, CLÓVIS",SME,2,,1ª,2017,,EDITORA DO BRASIL,Literatura infantojuvenil,T
2022-12-06,23147,"SANNA, Alessandro","EU, SUPERMALVADO",SME,2,,1ª,2015,,MOVPALAVRAS,Ficção infantojuvenil,T
2022-12-06,23148,"MORICONI, Renato",UMA PLANTA MUITO FAMINTA,SME,2,,1ª,2021,,COMPANHIA DAS LETRINHAS,Literatura infantojuvenil,T
2022-12-06,23149,"PREDICATORI, Paola",OS LIVROS DE MALIQ,SME,2,,1ª,2021,,ZAHAR,Ficção/ literatura infantojuvenil,T
2022-12-07,23150,"GILABERTI, kATIA e VASCONCELLOS, Patricia",COM O PÉ NA TERRA,SME,2,,1ª,2018,,CALEIDOSCÓPIO,Literatura infantojuvenil,T
2022-12-07,23151,"ESPÍRITO SANTO, Taís",ASHANTI: NOSSA PRETINHA,SME,2,,1ª,2021,,MALÊ,Literatura infantil,T
2022-12-07,23152,"LOPES, Sandra",JARDIM DE BICHINHOS: POEMAS PARA BICHINHOS-CARPINTEIROS,SME,2,,1ª,2017,,ZIT,Poesia infantojuvenil brasileira,T
2022-12-07,23153,"ROSA, Sonia",ENQUANTO O ALMOÇO NÃO FICA PRONTO,SME,2,,1ª,2020,,ZIT,Poesia/literatura infantojuvenil brasileira,T
2022-12-07,23154,"GUEDES, Solano",A HISTÓRIA DOS TRÊS PONTINHOS,SME,2,,2ª,2021,,ZOUK,Literatura infantojuvenil,T
2022-12-07,23155,"ABREU, Aline",ACHOU?,SME,2,,1ª,2021,,COMPANHIA DAS LETRINHAS,Literatura infantojuvenil,T
2022-12-07,23156,"LANZNASTER, Roberto",IMAGINARIUM:MONSTROS DO NOVO MUNDO,SME,2,,1ª,2018,,RHJ,Literatura infantojuvenil,T
2022-12-07,23157,"LUGONES, Pablo",10 MOTIVOS PARA VOCÊ VIR LOGO AQUI EM CASA,SME,2,,1ª,2019,,GATO LEITOR,Literatura infantojuvenil,T
2022-12-07,23158,"CAPPARELLI, Sérgio",MINHA SOMBRA,SME,2,,9ª,2022,,L&PM,Literatura infantil,T
2022-12-07,23159,"STIGGER, Veronica",DORA E O SOL,SME,2,,1ª,2010,,EDITORA 34,Literatura infantojuvenil,T
2022-12-07,23160,"MAUDET, Matthieu",TÔ INDO,SME,2,,1ª,2015,,SM,Literatura infantojuvenil,T
2022-12-07,23161,"VASCONCELLOS, Patrícia","MALA QUADRADA, CABEÇA QUADRADA",SME,2,,1ª,2018,,CALEIDOSCÓPIO,Literatura infantojuvenil,T
2022-12-07,23162,"PEIXOTO, José Luís",TODOS OS ESCRITORES DO MUNDO TÊM A CABEÇA CHEIA DE PIOLHOS,SME,2,,2ª,2022,,EDITORA PROJETO,Literatura infantil,T
2022-12-07,23163,"ALPHEN, Jean-Claude R.","OUTRA HISTÓRIA DE CHAPEUZINHO VERMELHO, A",SME,2,,1ª,2016,,SALAMANDRA,Literatura infantojuvenil,T
2022-09-12,23164,"ROSCOE, Alessandra Pontes","PALHAÇO PICOLÉ, O",SME,2,,1ª,2018,,CASA CULTURAL,Poesia infantil,T
2022-09-12,23165,"RIBEIRO, Jonas","HISTÓRIA ROCAMBOLESCA DE MADA VALESCA, A",SME,2,,1ª,2009,,CALLIS,Literatura infantojuvenil - Sentimentos,T
2022-09-12,23166,"CARNAVAS, Peter",NOSSOS LIVROS,SME,2,,1ª,2013,,FTD,Literatura infantojuvenil - Livros,T
2022-09-12,23167,"AMARO, Wagner",MANDISA E A VOVÓ ALEGRIA,SME,2,,1ª,2021,,MALÊ,Literatura infantojuvenil - Afrobrasileiro / Ancestralidade,T
2022-09-12,23168,"NEVES, André",CASULOS,SME,2,,1ª,2022,,GAIA,Livro de imagem,T
2022-09-12,23169,"VELUDO, Pedro",DA GUERRA DOS MARES E DAS AREIAS,SME,2,,1ª,2013,,QUATRO CANTOS,Literatura infantojuvenil - Convivência,T
2022-09-12,23170,"NEVES, André",TOMBOLO DO LOMBO,SME,2,Espaço Aberto,1ª,2016,,PAULINAS,Literatura infantil - Poesia infantil,T
2022-09-12,23171,"MANZO, Maurício",EXERCÍCIOS DA IMAGINAÇÃO,SME,2,,1ª,2014,,MIGUILIM,Literatura infantojuvenil brasileira - Criatividade,T
2022-09-12,23172,"CAVALCANTE, Manoel","MENINO LIVRO, O ",SME,2,,1ª,2019,,M3 EDITORA,Literatura infantojuvenil - Livros,T
2022-09-12,23173,"MASSERA, Silvana Beraldo",HISTÓRIA DE UMA LINHA,SME,2,,1ª,2015,,QUATRO CANTOS,Literatura infantojuvenil - Conto,T
2022-09-12,23174,"MEIRELES, Ariane Celestino",PRINCESAS NEGRAS,SME,2,,1ª,2018,,MALÊ,Literatura infantojuvenil,T
2022-09-12,23175,"TECKENTRUP, Britta",A ÁRVORE DAS LEMBRANÇAS,SME,2,,1ª,2014,,ROVELLE,Natureza,T
2022-09-12,23176,"BUSATTO, Cléo",QUATRO HISTÓRIAS DE AMOR PARA PEQUENOS,SME,2,,1ª,2020,,CLB PRODUÇÕES ARTÍSTICAS,Literatura infantil,T
2022-09-12,23177,"SANTOS, Tatiane Silva",TSURUS,SME,2,,1ª,2020,,QUASE OITO,Literatura infantojuvenil,T
2022-09-12,23178,"PINSKY, Mirna",EU VOU CONTAR COMO É QUE FOI,SME,2,,1ª,2013,,DIMENSÃO,Literatura infantil,T
2022-09-12,23179,"NUÑEZ, Emília",FELICIDADE BICICLETA,SME,2,,1ª,2017,,TIBI,Literatura infantojuvenil,T
2022-09-12,23180,"GILABERTE, Katia",DO OUTRO LADO DO RIO,SME,2,,1ª,2018,,CALEIDOSCÓPIO,Ficção infantojuvenil,T
2022-09-12,23181,"VASCONCELLOS, Patrícia; ASSE, Roberta","SERTÃO E O MAR,O",SME,2,,2ª,2021,,PÓ DE ESTRELAS,Literatura brasileira: infantil,T
2022-09-12,23182,"SOARES, Ricardo",URBANO IMAGINÁRIO: UM OUTRO OLHAR SOBRE AS CIDADES,SME,2,,1ª,2018,,SG-AMARANTE,Artes visuais,T
2022-09-12,23183,"NETHO, Paulo",COMO ASSIM?!,SME,2,,1ª,2017,,CARA DE PAVIO,Contos: literatura infantil,T
2022-09-12,23184,"JUDAR, Tânia Veiga","EXTRAORDINÁRIA HISTÓRIA DA FLOR DA NOITE, A",SME,2,,1ª,2021,,EDITORA CUORE,Literatura infantojuvenil,T
2022-09-12,23185,"RAMOS,, Graciliano",ALMAS DA TERRA: GRACILIANO RAMOS E SEUS PERSONAGENS,SME,2,,2ª,2021,,ONÇA-PINTADA,Literatura brasileira,T
,23186,"PIMENTEL, Marcelo","FIM DA FILA, O ",SME,2,,1ª,2011,,ROVELLE,Livro de imagens,T
,23187,"PAIVA, Viviane","PRINCESA QUE PREFERIA MORCEGOS, A",SME,2,,1ª,2020,,RATINHO DE BIBLIOTECA,Literatura infantojuvenil - Mulheres,T
,23188,"FERRAZ, Anete Curte",MAHURU,SME,2,,1ª,2020,,FATUM,Contos tradicionais - Rapa Nui/ Ilha de Páscoa,T
,23189,"SILVA, Avani Souza","ÁFRICA RECONTADA PARA CRIANÇAS, A",SME,2,,1ª,2020,,MARTIM CLARET,Literatura infantojuvenil - Contos - África,T
,23190,"ROSA, Sonia","DRAGÃO DO MAR, O",SME,2,,1ª,2020,,PALLAS MINI,Literatura infantojuvenil - História do Brasil - Personalidades Negras,T
,23191,"LOPES, Nei",AFRO-BRASIL RELUZENTE: 100 PERSONALIDADES NOTÁVEIS DO SÉCULO XX,SME,2,,1ª,2019,,NOVA FRONTEIRA,Negros - Brasil,T
,23192,"PRESTES, Raquel",HISTÓRIA PARA UM BOI DORMIR,SME,2,,1ª,2019,,SOWILO,Literatura infantojuvenil - Contos,T
,23193,"MATTOSO, Glauco","PREDILETA DO POETA, A",SME,2,,1ª,2012,,TORDESILHAS,Poesia infantojuvenil,T
,23194,"INOUE, Yasushi",O FUZIL DE CAÇA,SME,2,,3ª,2010,,ESTAÇÃO LIBERDADE,Romance japonês,T
,23195,"SANTA ANA, Antonio",OS OLHOS DO CÃO SIBERIANO,SME,2,,1ª,2012,,DIMENSÃO,Novela espanhola,T
,23196,"VIEIRA, Bruna",DE VOLTA AOS 15,SME,2,,4ª,2015,,GUTENBERG,Literatura juvenil,T
,23197,"PRADO, Ricardo",DIÁRIO DE UMA JABUTICABA:DIÁRIO DE UM TAMANDUÁ:A ESQUADRA AMIGA,SME,2,,1ª,2015,,EDITORA DA PONTE,Ficção infantojuvenil brasileira,T
,23198,"SOUSA, Mario Lucio",BIOGRAFIA DO LÍNGUA:MARIO LUCIO SOUSA,SME,2,,1ª,2019,,IMÃ,Literatura africana,T
,23199,"BERTRAND, Sara",A MULHER DA GUARDA,SME,2,,1ª,2019,,SOLISLUNA,Literatura infantojuvenil,T
,23200,"ZATZ,Silvia",IRERÊ DA SILVA,SME,2,,1ª,2014,,TERCEIRO NOME,Literatura infantojuvenil,T
,23201,"MOREYRA, Carolina",LULU E O URSO,SME,2,,1ª,2018,,ZAHAR,Ficção infantojuvenil brasileira,T
,23202,"VARGAS, Fábio Aristimunho",O SHOW DOS BICHOS:POESIA ANTENADA PARA CRIANÇAS ,SME,2,,1ª,2022,,MUSA,Literatura infantojuvenil,T
,23203,"SPERRING, Mark",SOMOS TODOS OBRAS DE ARTE,SME,2,,1ª,2019,,SABER E LER,Ficção,T
,23204,"TAVARES, Ulisses",QUEM É ELA?,SME,2,,1ª,2018,,SOWILO,Contos,T
,23205,"CUNHA, Leo",POEMAS PARA LER NUM PULO,SME,2,,1ª,2009,,DIMENSÃO,Poesia brasileira,T
,23206,"MURRAY, Roseana",ROTA DE FUGA:VERSOS PARA VOAR,SME,2,,2ª,2021,,PROMOBOOK,Poesia brasileira,T
,23207,"ALVES, Rubem",A OPERAÇÃO DE LILI,SME,2,,1ª,2016,,FTD,Contos,T
,23208,"ROCHA, Ruth",QUEM TEM MEDO DO NOVO?,SME,2,,2ª,2015,,SALAMANDRA,Literatura infantojuvenil,T
,23209,"RIOS, Rosana","BOI-BUMBÁ, O",SME,2,,1ª,2015,,EDELBRA,Ficção infantojuvenil brasileira,T
,23210,"ANDRUETTO, Maria Teresa",CLARA E O HOMEM NA JANELA,SME,2,,1ª,2020,,AMELI,Livro ilustrado,T
,23211,"TATIT, Luiz e OZETTI, Dante",PRA LÁ,SME,2,,1ª,2012,,HEDRA,Canções infantis,T
,23212,"RUIZ, Alice",MILÁGRIMAS,SME,2,,1ª,2020,,CAIXOTE,Poesia brasileira - HQ - Mulheres,T
,23213,"GREGORINI, Natália",MADALENA,SME,2,,1ª,2019,,LIVROS DA MATRIZ,Literatura infantojuvenil - Família,T
,23214,"RICHTER, Lorena",ISIDORO E OS BARCOS,SME,2,,1ª,2019,,QUASE OITO,Literatura infantojuvenil - Sentimentos ,T
,23215,"BASÍLIO, Mariana",MÁCULA,SME,2,,1ª,2020,,PATUÁ,Poesia Brasileira,T
,23216,"SCHWAB, Gustav Benjamin",MAIS BELAS HISTÓRIAS DA ANTIGUIDADE CLÁSSICA: METAMORFOSES E MITOS MENORES,SME,2,AS MAIS BELAS HISTÓRIAS DA ANTIGUIDADE CLÁSSICA,8ª,2022,1,PAZ  E TERRA,Mitologia grega,T
,23217,"FAUSTINO, Carmem e SOUZA, Elizandra [org.]",PRETEXTOS DE MULHERES NEGRAS,SME,2,,1ª,2013,,MJIBA,Poesia  brasileira - Mulheres - Afrobrasileiro,T
,23218,"LEÓN, Cristóbal e RUBIO, Cristina Sitja",ESTRANHAS CRIATURAS,SME,2,,1ª,2019,,MARTINS FONTES,Literatura infantojuvenil - Ecologia,T
,23219,"DUCCA, Caio","MUNDO DAS PESSOAS COLORIDAS, O",SME,2,,1ª,2012,,MAZZA,Literatura infantojuvenil - Diversidade,T
,23220,"ROSCOE, Alessandra",RECEITA PARA BEM CRESCER,SME,2,,1ª,2016,,ROVELLE,Literatura infantojuvenil - Sentimentos ,T
,23221,"SÜSKIND, Patrick","HISTÓRIA DO SENHOR SOMMER, A",SME,2,FÁBULA,1ª,2021,,EDITORA 34,Literatura infantojuvenil alemã - Vida,T
,23222,"KAFKA, Franz","METAMORFOSE E OUTRAS NARRATIVAS, A",SME,2,,1ª,2020,,FTD,Literatura infantojuvenil  - Clássicos,T
,23223,"ZERO, Caio",RUMI,SME,2,,1ª,2021,,INCOMPLETA,HQ - Desigualdade social,T
,23224,"LACERDA, Leninha",SOU DE CIRCO,SME,2,,1ª,2020,,PANDA BOOKS,Poesia infantil ,T
,23225,"OLIVEIRA FILHO, Milton Célio de","VIRA-LATA, O",SME,2,,1ª,2019,,ELO EDITORA,Poesia infantil - Canção,T
,23226,"ROSA, Sonia",É O TAMBOR DE CRIOULA,SME,2,,3ª,2022,,PROJETO,Literatura infantil - Poesia - Afrobrasileiro,T
,23227,"KING, Stephen Michael",TRÊS,SME,2,,1ª,2020,,BRINQUE-BOOK,Literatura infantojuvenil - Diversidade,T
,23228,"NILHA, Orlando",CAROLINA MARIA DE JESUS,SME,2,,1ª,2019,,MOSTARDA,Biografia - Mulheres,T
,23229,"NILHA, Orlando",CONCEIÇÃO EVARISTO,SME,2,,1ª,2019,,MOSTARDA,Biografia - Mulheres,T
,23230,"TAPAJOWARA, Moara Tupinambá","SONHO DE BUYA WASU, O",SME,2,"UM CANTO, UM CONTO",1ª,2020,,MIOLO MOLE,Literatura infantojuvenil - Indígena,T
,23231,"MBODJ, Souleymane",DIARABI E MANSA,SME,2,,1ª,2016,,VIAJANTE DO TEMPO,Conto infantojuvenil - África,T
,23232,"CHATI, Nilze Goraieb",DESASTRE NO MUNDO DOS BICHOS DA FLORESTA AMAZÔNICA,SME,2,,1ª,2021,,PONTES,Literatura infantojuvenil - Natureza,T
,23233,"AZEVEDO, Alexandre",MORA PEGOU CATAPORA,SME,2,,1ª,2013,,RODA & CIA,Literatura infanto-juvenil - Infância,T
,23234,"HUGUENIN, Cintia","MISTERIOSO MUNDO AZUL, O ",SME,2,,1ª,2021,,MUNDO DOS LIVROS,Literatura infantojuvenil - Amizade - Autismo,T
,23235,"THOMÉ, Débora","TEMPO DAS CORES, O",SME,2,,1ª,2022,,JANDAÍRA,Literatura infantojuvenil - Aventura,T
,23236,"RIBEIRO, Jonas",QUEM NUNCA COMEU UM BOMBOM DE OLHOS FECHADOS?,SME,2,,1ª,2020,,CAROCHINHA,Literatura infantojuvenil - Vida,T
,23237,"ROMEU, Gabriela",LÁ NO MEU QUINTAL... O BRINCAR DE MENINOS E MENINAS DE NORTE A SUAL,SME,2,RETRATOS DE CRIANÇA,1ª,2019,,PEIRÓPOLIS,Literatura infantojuvenil - Brincar - Cultura da infância,T
,23238,"VERNE, Júlio",DOIS ANOS DE FÉRIAS,SME,2,,1ª,2017,,VIA LEITURA,Literatura infantojuvenil - Aventura,T
,23239,"KEYES, Daniel",FLORES PARA ALGERNON,SME,2,,1ª,2018,,ALEPH,Literatura norte-americana - Ficção Científica,T
,23240,"CLARKE, Arthur C.",2001: UMA ODISSEIA NO ESPAÇO,SME,2,,3ª,2020,,ALEPH,Literatura norte-americana - Ficção Científica,T
,23241,"ROSNY, J. H. Aïné","MORTE DA TERRA, A",SME,2,,1ª,2019,,PIU,Literatura belga - Ficção Científica,T
,23242,"ERSKINE, Kathryn",PASSARINHA,SME,2,,8ª,2022,,VALENTINA,Literatura infantojuvenil - Empatia - Autismo,T
,23243,"CHRISTIE, Agatha",ASSASSINATO NO EXPRESSO ORIENTE,SME,2,,1ª,2022,,L&PM,Literatura inglesa - Mistério - Policial,T
2023-02-08,23244,"SMITH, Keri",DESTRUA ESTE LIVRO ILUSTRADO,SME,2,,1ª,2021,,INTRÍNSECA,Literatura infantojuvenil - Livros e leitura,T
2023-02-08,23245,"CHALUB, Leonardo",PALMARES DE ZUMBI,SME,2,,1ª,2022,,NEMO,Literatura juvenil - Afrobrasileira,T
2023-02-08,23246,"ASSUNÇÃO, Cristina Adelina de, ALCADE, Emerson e SANTOS, Uilian [org.]",SLAM INTERESCOLAR,SME,2,,1ª,2021,,LITERARUA,Literatura periférica - Poesia,T
2023-02-08,23247,"NAKHJAVANI, Bahiyyih","ALFORJE, O ",SME,2,,2ª,2019,,DUBLINENSE,Literatura iraniana - Romance,T
2023-02-08,23248,"JOUKHADAR, Zeyn","MAPA DE SAL E ESTRELAS, O ",SME,2,,2ª,2021,,DUBLINENSE,Literatura norte-americana - Romance - Refugiados,T
2023-02-08,23249,"ASSIS, Machado de ",QUINCAS BORBA EM QUADRINHOS,SME,2,,1ª,2020,,FTD,HQ - Clássicos da literatura,T
2023-02-08,23250,"ORTHOF, Sylvia","CORDEL ADOLESCENTE, Ó XENTE!",SME,2,,2ª,2013,,FTD,Cordel,T
2023-02-08,23251,"GUILHERME, Denise","GUARDADOR DE MEMÓRIAS, O ",SME,2,GIRASSOL,1ª,2021,,MODERNA,Literatura infantojuvenil - Ancestralidade,T
2023-02-08,23252,"CAETO e VIGNON, Luana",GAROTO AVATAR,SME,2,,1ª,2020,,MIOLO MOLE,Literatura infantojuvenil - Conto (com versão acessível),T
2023-02-08,23253,"FREITAS, Tino e MORAS, Odilon","INVISÍVEIS, OS",SME,2,,1ª,2021,,REVIRAVOLTA,Literatura infantojuvenil - Relações sociais - Sentimentos,T
2023-02-08,23254,"GUIMARÃES, Beatriz e RIBEIRO, NYE",JOÃO ALBERLINO,SME,2,,1ª,2014,,RODA E CIA,Literatura infantojuvenil - Relações sociais - Sentimentos,T
2023-02-08,23255,"KAFKA, Franz",DIÁRIOS,SME,2,,1ª,2021,,TODAVIA,Literatura alemã - Diários,T
2023-02-08,23256,"NEVES, André",OBRIGADO,SME,2,,1ª,2020,,PULO DO GATO,Poesia infantojuvenil,T
2023-02-08,23257,"CAMARGOS, Márcia",OLHA AQUI O HAITI!,SME,2,,4ª,2021,,ESTRELA CULTURAL,Literatura infantojuvenil - Imigrantes,T
2023-02-08,23258,"ROCHA, Ruth",ODISSEIA,SME,2,,1ª,2011,,MODERNA,Literatura infantojuvenil,T
2023-02-08,23259,"MORAES, Odilon",ROSA,SME,2,,1ª,2017,,OLHO DE VIDRO,Literatura infantojuvenil,T
2023-02-08,23260,"VASCONCELLOS, Patrícia",MERGULHO,SME,2,,1ª,2013,,CALEIDOSCÓPIO,Ficção infantojuvenil,T
2023-02-08,23261,"KAUFFMANN, Flavio",TUFÃ NÃO GOSTA DE FAGÁ,SME,2,,1ª,2020,,CIRANDA CULTURAL,Literatura infantil,T
2023-02-08,23262,"SCOTTON, Rob","RODOLFO, O CARNEIRO",SME,2,,1ª,2006,,ROCCO,Literatura infantojuvenil,T
2023-02-08,23263,"CEZAR, Cristina",O MUNDO DE CACAU,SME,2,,1ª,2020,,LABRADOR,Literatura infantojuvenil,T
2023-02-08,23264,"FRANCISCO, Antônio",UM CAROÇO DE MANGA,SME,2,,1ª,2019,,M3 EDITORA,Literatura infantojuvenil,T
2023-02-08,23265,"SAGARDOY, Walter",CADA UM NA SUA TOCA,SME,2,,1ª,2020,,KRAUSS,Ficção infantil,T
2023-02-08,23266,"CUNHA, Leo",O SABIÁ E A GIRAFA,SME,2,,1ª,2012,,FTD,Contos,T
2023-02-08,23267,"HIRATSUKA, Lúcia",AS CORES DOS PÁSSAROS,SME,2,,1ª,2015,,ROVELLE,Fábula japonesa,T
2023-02-08,23268,"NINA, Claudia",NINA E A LAMPARINA,SME,2,CLARICIANAS,1ª,2013,,DSOP,Literatura infantojuvenil,T
2023-02-08,23269,"MORAES, Odilon",A PRINCESINHA MEDROSA,SME,2,,1ª,2017,,JUJUBA,Literatura,T
2023-02-08,23270,"CAMPOS, Felipe",O PERNA-DE-PAU,SME,2,,1ª,2016,,DUNA DUETO,Literatura infantojuvenil,T
2023-02-10,23271,"NASCIMENTO, Marcos Roberto",AS VIAGENS DO BALÃO SONHADOR,SME,2,,1ª,2016,,MRN,Literatura infantojuvenil,T
2023-02-10,23272,"LESTRADE, Agnés",A PEQUENA TERRA DE PAPEL,SME,2,,1ª,2020,,VIAJANTE DO TEMPO,Literatura infantojuvenil francesa,T
2023-02-10,23273,"XU, Lu",A MENINA QUE AMAVA AS PLANTAS,SME,2,,1ª,2021,,CAI-CAI,BIOGRAFIA,T
2023-02-10,23274,"RANDO, Silvana",AMIGOS,SME,2,,1ª,2013,,ABACATTE,Literatura infantojuvenil,T
2023-02-10,23275,"DOERRFELD, Cori",O COELHO ESCUTOU,SME,2,,1ª,2020,,NANABOOKS,Literatura infantojuvenil,T
2023-02-10,23276,"BERNASCONI, Pablo",BURUNDI: DE GRANDES MISTÉRIOS E LINHAS PERDIDAS,SME,2,,1ª,2021,,CATAPULTA,Literatura infantojuvenil,T
2023-02-10,23277,"VOLPIN, Lucy",CROCODALI,SME,2,,1ª,2018,,SABER E LER,Ficção infantil inglesa,T
,23278,"MASSARANI, Mariana","MINHA VÓ, A",SME,2,,1ª,2016,,ZIT,Literatura infantojuvenil - Conto - Família,T
,23279,GUSTI,NÃO SOMOS ANJINHOS,SME,2,,1ª,2018,,SOLISLUNA,Literatura infantojuvenil - Síndrome de Down,T
,23280,"VALVERDE, Juliana",ABRAPOEMA,SME,2,,1ª,2020,,ÓZÉ,Poesia  infantojuvenil,T
,23281,"MOURA, Ivanildes",AZIRE: A PRINCESINHA DE ARUANDA,SME,2,,1ª,2014,,CULTURA EDITORIAL,Literatura infantojuvenil - Afrobrasileira,T
,23282,"HADDAD, Mariângela",MINHA VÓ SEM MEU AVÔ,SME,2,,1ª,2015,,MIGUILIN,Livro imagem - Família,T
,23283,OLIVINA,CIRANDA EM ARUANDA,SME,2,,1ª,2021,,QUATRO CANTOS,Literatura infantojuvenil - Afrobrasileira,T
,23284,"BEATY, Andrea","ADA BATISTA, CIENTISTA",SME,2,,1ª,2019,,INTRÍNSECA,Literatura infantojuvenil - Mulheres na Ciência,T
,23285,"SALABERG, Jhonny",PARTO PAVILHÃO,SME,2,,1ª,2021,,COBOGÓ,Teatro - Mulheres,T
,23286,"MACHADO, Angelo","QUARTO PORQUINHO, O ",SME,2,,1ª,2013,,BAOBÁ,Literatura infantojuvenil - Reconto de conto tradicional,T
,23287,"CARELLI, Rita","AMOR, O COELHO",SME,2,,1ª,2021,,CAIXOTE,Literatura infantojuvenil - Sentimentos,T
,23288,"COLLINS, Stephen","GIGANTESCA BARBA DO MAL, A",SME,2,,1ª,2022,,NEMO,HQ,T
,23289,CAULOS,"LIVRO COMPRIDO, O ",SME,2,,1ª,2010,,ROCCO,Literatura infantojuvenil - Diversidade,T
,23290,CAULOS,DUAS ORELHAS E UM SORRISO,SME,2,,1ª,2012,,ROCCO,Literatura infantojuvenil - Diversidade,T
,23291,EMICIDA,E FOI ASSIM QUE EU E A ESCURIDÃO FICAMOS AMIGAS,SME,2,,1ª,2020,,CIA DAS LETRINHAS,Literatura infantojuvenil - Sentimentos,T
,23292,"DOYLE, Arthur Conan",SHERLOCK HOLMES: O SIGNO DOS QUATRO,SME,2,,1ª,2021,,WISDOM,Literatura escocesa - Mistério,T
,23293,"ZULLO, Germano",MEU PEQUENINO,SME,2,,1ª,2019,,AMELI,Literatura infantojuvenil - Familia,T
,23294,"MACHADO, Luiz Antonio",CONVERSÊ,SME,2,,3ª,2022,,GALERINHA RECORD,Literatura infantojuvenil - Sentimentos,T
,23295,"ALVES, Januária Cristina",O UIRAPURU E OUTROS ANIMAIS INCRÍVEIS DO FOLCLORE,SME,2,,1ª,2017,,FTD,Contos folclóricos,T
,23296,"MADRUGA, Bia",OS MONSTROS ESTÃO AQUI,SME,2,,1ª,2018,,M3 ARTE E EVENTOS,Literatura infantojuvenil,T
,23297,"STRAUSZ, Rosa Amanda",METADE PAI METADE MUNDO,SME,2,,1ª,2021,,MG,Contos/Literatura infantojuvenil,T
,23298,"KILOMBA, Grada",MEMÓRIAS DA IMPLANTAÇÃO-EPISÓDIOS DE RACISMO COTIDIANO,SME,2,,1ª,2019,,COBOGÓ,Racismo,T
,23299,"VASCONCELLOS, Patrícia",O REI PODEROSO,SME,2,,1ª,2012,,CALEIDOSCÓPIO,Ficção infantojuvenil,T
,23300,"GILABERTE, Katia",O ACORDEÃO VERMELHO,SME,2,,1ª,2019,,CALEIDOSCÓPIO,Literatura infantojuvenil,T
,23301,"VERNETTE, Véronique",ESPERANDO A CHUVA,SME,2,,1ª,2014,,PULO DO GATO,Literatura infantojuvenil,T
,23302,"GREEN, Alison",GENTILEZA,SME,2,,1ª,2020,,SABER E LER,Literatura infantojuvenil inglesa,T
,23303,"VILELA, Fernando",ABRAPRACABRA NO MUNDO,SME,2,,1ª,2021,,BRINQUE-BOOK,Literatura infantojuvenil,T
,23304,"MARQUES, Daniela",UMA CAIXA CHAMADA DITA-DURA,SME,2,,1ª,2021,,W4,Literatura infantil,T
,23305,"FREITAS, Tino","VERMELHO, LÁ VAI, VIOLETA",SME,2,,1ª,2019,,KRAUSS,Ficção infantil,T
,23306,"VILELA, Fernando",OS HEROIS DO TSUNAMI,SME,2,,2ª,2018,,MIGUILIM,Literatura infantojuvenil,T
,23307,"QUINTERO, Maria Del Pilar","URIBI, A MADRINHA DAS PALAVRAS",SME,2,,1ª,2017,,MERCURYO NOVO TEMPO,Conto infantojuvenil venezuelano,T
,23308,"VIEIRA, Maria Cristina",A ÁRVORE ENCANTADA,SME,2,DESPERTAR,2ª,2018,,TERRA DO SABER,Literatura infantojuvenil,T
,23309,"DÉGRUEL, Yann",SABÁ E A PLANTA MÁGICA,SME,2,,1ª,2017,,VIAJANTE DO TEMPO,História em quadrinhos francesa,T
,23310,"TORERO, José Roberto",CASTELOS,SME,2,,1ª,2021,,PADARIA DE LIVROS,Contos,T
,23311,"BLANCO, Riki",CONTOS-PULGA,SME,2,,1ª,2015,,MOVPALAVRAS,Ficção infnatojuvenil espanhola,T
,23312,"MURALHA, Sidónio",TODAS AS CRIANÇAS DA TERRA,SME,2,,2ª,2022,,GAIA,Literatura infantojuvenil,T
,23313,"BARBALHO, Gabriela",DUNA MENINA E O ELO COM A NATUREZA,SME,2,,1ª,2017,,M3 ARTE E EVENTOS,Literatura infantojuvenil,T
,23314,"OLIVEIRA, Marta de Almeida",O SEGREDO DE CATARINA,SME,2,,1ª,2017,,PONTES,Literatura infantil brasileira,T
,23315,CAULOS,O PLANETA COLORIDO,SME,2,,1ª,2011,,ROCCO,Literatura infantil brasileira,T
,23316,"GALIVAN, Clara",TERESA TEM UMA TARTARUGA,SME,2,,1ª,2021,,VERBA EDITORIAL,Literatura infantil,T
,23317,"VIDAL, Nara",A MENINA E OS RELÓGIOS,SME,2,,1ª,2014,,DSOP,Literatura infantojuvenil,T
,23318,"TOKITAKA, Janaína",PODE PEGAR!,SME,2,,1ª,2017,,BOITEMPO,Ficção infantojuvenil brasileira,T
,23319,"SOUZA, Sheila Perina de",AS BRINCADEIRAS AFRICANAS,SME,2,,1ª,2020,,KITEMBO,Cultura africana,T
,23320,"POLITO, Ronald",A GALINHA E OUTROS BICHOS INTELIGENTES,SME,2,,2ª,2017,,ÔZÉ,Poesia,T
,23321,"NOVELO, Anderson",A BRUXA DO BATOM BORRADO,SME,2,,1ª,2021,,DIAN&SILVA,Literatura infantojuvenil,T
,23322,"Moriconi,Renato",O DIA DA FESTA ,SME,2,,1ª,2021,,PEQUENA ZAHAR ,Ficçâo infantojuvenil ,T
,23323,"Segré, Chiara",PEQUENO MÁGICO ,SME,2,,1ª,2020,,MUNDO LEITURA EDITORA,Literatura infantojuvenil,T
